rainfall,river_level,humidity,month,wind_speed,temperature,soil_moisture,elevation,drainage_density,land_use_index,risk_level
151.04,8.92,86.33,11,57.07,17.5,63.82,497.77,3.7,9.66,2
196.65,9.55,106.64,7,14.17,21.86,78.87,118.24,7.64,8.71,2
213.47,9.48,100.0,4,24.68,27.01,80.94,176.63,8.34,6.38,2
96.03,9.41,94.84,3,28.35,25.48,55.7,371.39,5.82,6.72,1
42.7,6.63,59.78,10,34.54,27.05,41.26,529.96,3.33,1.48,0
82.94,7.91,75.67,4,25.21,19.25,50.32,149.45,2.09,7.49,1
59.41,3.43,76.5,5,24.67,17.07,35.85,256.45,1.76,4.93,0
119.35,6.86,82.17,12,19.28,14.67,57.02,464.09,1.37,1.45,1
58.31,6.63,71.4,2,23.0,22.16,31.9,60.87,8.54,3.16,0
86.58,6.15,90.38,2,18.59,30.89,51.34,526.3,4.12,6.88,1
114.14,5.9,99.37,10,21.28,28.54,90.06,327.46,5.34,7.82,1
64.26,5.27,90.59,3,19.15,26.02,56.75,470.7,5.63,1.9,1
218.04,6.42,100.38,8,16.73,27.3,82.17,538.13,2.45,5.84,2
118.54,9.37,81.85,4,17.6,35.25,53.59,378.32,3.03,6.55,1
50.98,8.99,74.25,4,26.5,23.06,36.84,586.68,3.86,1.08,0
69.35,6.54,64.99,2,30.71,31.74,54.84,609.87,7.09,4.27,0
180.51,10.97,96.07,3,15.34,28.25,82.64,500.03,9.27,1.42,2
81.46,8.81,73.46,2,29.16,27.28,52.31,338.02,6.47,5.0,1
102.06,6.54,72.17,3,11.54,22.73,38.88,423.11,1.15,4.05,1
91.02,6.05,76.67,11,26.64,25.19,63.28,524.67,7.46,6.24,1
209.58,7.7,100.0,12,23.41,21.17,81.57,436.05,6.02,1.49,2
255.39,11.44,100.0,4,13.83,20.24,85.04,462.87,1.09,1.68,3
146.65,6.6,79.54,3,16.74,24.64,54.71,136.04,9.65,6.72,1
84.48,3.24,68.31,2,18.36,28.38,42.89,382.0,9.04,4.9,0
164.84,12.91,93.65,7,55.21,30.49,54.78,278.84,9.01,3.36,3
120.91,11.06,104.69,9,21.17,31.16,72.37,313.13,3.33,3.85,2
50.03,7.62,89.0,3,25.33,29.23,47.07,398.94,6.49,9.48,1
121.82,10.81,92.27,7,42.12,27.09,60.88,136.61,9.8,8.68,2
187.47,10.29,91.81,8,23.72,26.38,72.81,176.76,9.06,1.26,2
18.56,8.82,63.79,10,25.84,31.32,19.26,34.77,6.83,5.6,0
261.8,8.18,110.0,7,31.7,30.29,91.89,114.93,3.36,6.23,3
81.99,7.62,84.39,2,31.13,29.4,55.11,418.56,3.46,7.63,1
10.05,4.72,63.6,12,14.87,14.89,26.44,461.85,5.7,6.77,0
137.93,8.45,77.67,3,36.44,23.75,58.63,444.51,1.27,8.59,1
63.48,5.96,66.71,4,28.3,22.17,28.18,367.07,3.44,7.84,0
97.78,9.27,88.31,6,18.46,23.88,69.57,178.32,4.89,1.82,1
105.79,5.06,93.44,6,28.59,21.5,69.57,442.07,3.65,5.02,1
168.86,8.23,100.0,3,25.5,28.77,75.77,231.22,6.21,9.0,2
205.31,5.2,102.94,9,19.61,15.17,78.72,228.5,5.99,3.68,2
82.33,7.15,80.1,8,11.74,26.28,61.98,409.33,5.13,5.76,1
97.59,5.76,71.96,1,36.64,19.54,49.66,303.41,5.4,5.72,1
95.04,4.6,96.33,10,24.33,28.86,70.6,97.6,3.34,4.47,1
234.78,6.98,100.0,4,23.72,20.49,96.42,456.91,6.43,6.89,2
327.24,8.34,100.0,12,25.7,28.76,100.0,860.37,4.95,1.36,2
146.45,4.69,100.0,12,47.42,19.71,44.31,516.48,4.04,9.22,1
297.56,11.87,100.0,1,25.87,23.3,98.03,71.05,7.44,9.76,3
278.01,10.23,100.0,1,41.55,19.62,97.76,176.22,1.92,9.2,3
299.83,10.44,101.44,6,24.87,27.98,71.32,114.77,2.66,1.51,3
255.55,7.91,94.6,8,24.21,22.31,92.84,560.17,3.34,8.55,3
248.87,8.4,110.0,7,34.73,19.52,99.13,191.03,1.95,8.32,3
135.97,11.01,100.0,1,23.08,22.69,74.76,480.33,2.89,8.1,2
160.72,6.65,100.07,9,30.3,28.32,64.81,459.54,5.44,9.2,2
156.38,12.84,81.35,2,31.02,16.67,60.9,321.87,9.71,5.08,2
370.8,7.35,110.0,6,24.41,24.11,95.31,427.04,8.56,5.9,3
60.1,5.46,72.96,6,6.0,21.42,41.31,234.39,5.59,2.27,0
78.91,5.09,71.29,2,28.59,19.68,51.51,401.67,9.19,4.45,0
114.32,8.72,86.0,4,24.69,25.66,56.12,344.21,1.03,2.46,1
68.86,6.51,87.51,3,51.23,20.48,47.83,349.97,1.97,1.15,1
160.6,8.08,100.0,12,61.55,29.26,59.83,462.06,9.9,4.1,2
113.34,8.46,88.32,3,15.96,21.72,49.88,307.42,2.5,9.88,1
128.2,3.35,77.74,10,32.94,28.63,58.1,312.1,9.85,4.25,0
144.89,6.88,82.81,12,33.2,25.49,58.72,533.79,4.7,6.44,1
112.32,2.61,76.79,12,25.78,23.27,58.07,538.27,9.63,2.73,0
162.83,7.53,92.87,2,23.84,25.77,74.9,212.09,7.46,4.98,2
151.25,6.84,104.56,6,33.11,28.2,59.83,148.88,5.87,1.48,2
68.75,8.05,91.1,2,30.16,19.68,48.5,419.34,6.28,5.43,1
120.4,8.81,83.43,7,28.56,25.23,66.66,135.69,9.37,5.13,1
83.07,10.4,72.6,7,26.67,23.53,41.75,326.51,1.99,9.69,2
106.81,10.38,78.73,2,29.27,30.16,68.49,205.95,2.99,5.8,1
594.11,8.79,110.0,8,24.61,21.0,115.0,340.84,8.43,2.32,3
127.21,6.81,93.93,5,39.96,20.04,48.56,255.56,5.68,1.33,1
105.06,4.93,91.69,5,37.01,22.25,63.78,510.26,1.45,2.35,1
124.93,9.04,94.34,5,48.57,25.19,59.99,518.46,9.13,7.42,1
185.33,7.39,90.83,3,34.19,29.91,67.96,173.57,9.66,5.67,2
146.71,11.92,87.16,8,29.91,25.01,69.57,408.21,8.34,3.35,2
17.71,10.2,82.43,2,6.47,24.5,28.47,275.62,8.1,3.1,1
86.32,6.25,88.67,10,17.05,26.31,62.97,499.95,1.95,5.56,1
337.04,11.8,110.0,7,23.59,30.39,96.66,69.06,5.99,6.29,3
245.23,11.32,100.0,11,62.65,37.92,100.0,120.83,5.15,3.76,3
75.39,7.21,86.38,9,16.19,27.54,55.03,206.79,7.58,1.69,1
135.26,9.11,92.71,7,39.14,19.67,89.91,404.81,3.87,9.15,2
33.55,3.04,71.5,10,19.61,28.4,33.32,294.82,1.34,7.56,0
67.86,9.07,66.87,11,20.88,26.42,50.43,425.31,5.86,1.7,0
16.26,9.36,65.57,11,12.2,24.22,43.51,236.92,5.61,5.39,0
190.98,5.42,100.0,12,26.95,21.61,82.35,366.56,9.0,1.56,2
90.91,7.32,89.12,6,13.6,16.19,55.57,355.66,2.54,2.78,1
108.22,9.34,77.95,5,10.1,21.59,62.5,110.15,10.0,1.02,1
72.09,8.78,92.04,10,27.23,25.27,60.95,198.52,4.62,1.46,1
79.21,9.34,82.59,9,18.9,22.84,58.38,332.48,4.66,8.28,1
30.93,5.63,61.48,12,11.9,25.24,8.54,208.53,8.59,6.8,0
182.62,7.17,100.0,10,34.31,33.32,79.58,46.77,6.01,9.03,2
66.09,3.48,66.69,3,73.9,26.22,45.76,269.05,9.77,8.58,0
181.96,8.5,89.31,2,19.41,27.94,70.06,713.54,6.6,6.46,2
263.79,6.23,110.0,8,9.09,19.97,69.15,566.0,2.29,4.5,2
299.22,9.97,110.0,8,28.31,26.11,90.78,317.79,2.47,6.09,3
37.08,9.72,68.3,1,25.95,24.79,44.75,632.69,6.19,6.83,0
94.2,6.64,84.13,1,12.6,24.43,58.16,579.13,3.41,4.79,1
35.72,11.59,77.2,7,32.03,21.36,49.68,90.62,3.46,9.82,1
227.71,5.85,90.58,9,53.07,28.94,78.89,407.71,2.88,8.64,3
199.47,9.63,100.0,5,28.52,25.31,100.0,509.07,9.21,2.88,2
169.81,13.23,107.47,7,11.45,28.58,100.57,386.18,9.93,3.39,3
230.35,10.88,110.0,8,34.47,24.12,74.58,486.56,7.16,8.94,3
142.38,8.28,80.27,12,34.44,25.65,40.73,117.73,2.13,3.8,1
337.17,9.32,110.0,8,24.34,29.67,82.35,399.88,2.63,7.61,3
132.22,10.01,79.9,6,43.43,27.39,59.31,363.55,1.29,6.36,2
276.09,7.96,110.0,9,33.5,15.9,84.75,242.93,7.17,9.84,3
286.83,10.78,110.0,7,31.69,23.02,102.94,249.35,8.17,5.92,3
248.32,11.06,110.0,6,19.6,28.98,102.07,146.17,5.43,8.53,3
75.72,7.0,72.07,7,37.48,19.68,28.89,415.31,2.81,1.72,1
50.49,10.97,69.28,7,41.41,23.31,46.82,436.86,6.68,7.73,1
92.31,7.73,90.58,12,47.08,25.44,57.01,363.01,8.57,5.99,1
254.88,5.6,100.0,10,26.34,28.73,94.23,632.0,4.03,5.67,2
298.25,10.15,100.0,3,18.98,20.92,100.0,499.64,4.3,1.48,3
320.38,6.72,109.92,6,26.83,19.26,100.25,258.98,6.06,1.05,2
136.28,11.63,79.59,1,35.46,21.06,45.15,680.62,5.52,4.94,1
128.61,5.78,84.33,3,26.65,27.75,50.37,90.54,3.27,9.29,1
185.38,10.35,102.61,8,19.8,19.87,77.38,249.97,1.78,6.45,3
155.8,9.82,96.69,6,21.76,18.28,66.97,336.79,8.37,2.55,2
279.6,9.55,110.0,8,28.42,26.99,83.59,365.8,3.3,4.66,2
135.93,6.33,96.18,9,22.63,16.36,67.42,240.27,8.78,3.89,1
45.73,4.71,71.68,2,24.54,22.94,30.43,447.09,3.75,1.66,0
291.1,9.58,110.0,6,27.43,26.32,106.04,344.82,6.9,3.1,3
146.31,5.14,100.0,12,25.51,28.05,48.47,514.63,6.06,7.67,1
107.54,7.25,95.77,1,20.09,21.57,73.75,293.77,3.2,3.05,1
95.45,3.74,82.25,3,26.1,19.94,60.09,421.64,4.85,6.36,1
55.3,11.05,63.75,4,40.71,17.45,34.36,463.6,2.6,9.0,1
50.59,9.14,83.05,3,37.24,27.23,49.99,196.11,6.02,3.74,1
7.1,9.4,74.43,9,13.92,21.14,36.74,358.43,5.68,6.5,0
58.43,5.16,77.03,2,7.08,31.25,46.71,157.85,4.84,5.97,0
86.84,11.57,79.37,4,18.61,25.97,60.04,209.29,5.21,3.57,1
209.93,5.61,94.93,1,22.07,23.82,76.68,347.66,4.0,3.85,2
123.26,9.34,76.82,9,53.44,23.19,53.11,565.85,9.39,7.93,1
103.97,4.98,72.59,5,32.28,23.34,60.27,200.34,6.57,2.43,0
309.35,5.18,100.0,10,15.93,18.35,80.09,249.6,7.21,6.42,2
81.9,10.19,88.44,10,45.99,18.6,45.7,227.69,4.54,2.62,1
280.26,8.54,110.0,6,15.52,29.54,88.29,279.23,7.91,2.85,3
89.23,7.07,96.14,3,23.65,20.1,52.34,482.28,7.8,5.35,1
23.23,6.72,78.69,12,33.98,29.18,40.33,120.87,8.22,8.66,0
143.1,5.26,108.42,8,32.54,20.75,68.04,416.5,8.79,2.55,1
340.06,9.57,110.0,7,41.15,29.91,90.69,120.08,9.53,5.28,3
134.03,9.26,91.74,1,19.64,26.95,71.77,287.41,7.4,9.76,2
114.61,5.8,100.0,11,17.66,26.5,71.16,230.64,9.72,9.4,1
248.32,13.22,110.0,8,20.21,20.31,86.04,335.86,2.51,4.41,3
62.53,9.5,88.51,9,33.33,18.24,43.31,347.88,8.69,8.22,1
188.29,9.67,89.89,9,28.1,34.09,68.14,436.3,7.9,4.16,2
155.52,5.46,80.74,7,13.07,28.77,57.89,20.34,9.12,1.66,2
146.53,9.72,100.0,4,24.11,21.05,85.44,124.48,7.0,3.56,2
198.12,8.52,99.79,9,35.49,33.49,54.19,79.47,9.39,1.7,2
176.02,6.44,100.0,2,18.13,22.36,84.02,446.34,6.0,4.64,2
33.1,7.51,65.13,10,15.97,15.07,26.55,202.73,4.89,6.61,0
79.42,8.55,71.36,12,28.22,33.22,48.34,51.81,6.31,5.72,0
22.33,8.44,84.3,2,16.71,22.1,37.58,243.91,9.71,3.89,0
466.38,10.32,100.0,5,57.98,26.77,100.0,454.47,2.72,5.65,3
360.0,11.17,109.97,6,22.33,30.19,103.92,194.85,9.51,3.54,3
131.59,9.43,81.18,3,19.22,26.64,68.31,342.6,6.14,1.42,1
142.82,4.99,100.0,2,14.75,30.23,55.53,442.9,5.66,5.16,1
159.03,9.11,103.1,6,27.03,30.36,83.57,279.12,9.14,8.36,2
142.41,9.56,89.17,4,18.19,22.04,84.74,442.73,7.94,3.05,1
324.87,10.41,110.0,7,16.44,21.79,115.0,349.22,3.02,5.19,3
125.55,6.33,94.19,3,22.71,23.78,67.7,445.65,5.11,2.54,1
91.91,8.33,72.81,11,52.99,26.43,48.9,561.8,3.3,8.73,1
187.42,6.01,95.28,9,36.05,21.1,83.69,529.38,6.96,4.91,2
332.13,8.33,107.88,8,28.93,25.64,94.98,259.04,8.5,9.36,3
163.11,13.9,89.37,6,18.43,29.99,63.02,32.58,5.03,5.01,3
131.92,3.12,80.08,1,29.74,26.05,52.81,378.3,1.48,2.26,1
79.89,5.96,81.1,10,18.44,23.08,50.44,462.15,5.39,4.28,0
70.35,9.02,76.98,10,21.35,22.41,53.39,226.42,4.26,1.6,0
233.0,11.74,100.0,3,29.16,26.03,70.37,128.82,7.64,2.7,3
112.34,10.15,100.83,7,12.22,18.84,59.46,394.65,5.58,8.47,2
85.25,6.68,70.9,3,29.28,30.48,52.35,340.81,2.52,7.84,1
527.42,13.95,110.0,6,35.95,34.56,103.59,444.56,5.63,1.95,3
205.64,7.15,96.36,7,15.78,21.39,71.88,224.84,2.57,9.88,3
144.3,9.65,88.62,12,16.11,22.02,47.56,540.6,2.16,1.17,1
155.56,6.92,99.52,8,24.59,38.29,72.93,317.88,4.82,5.02,2
138.43,6.69,92.24,5,26.47,20.55,70.86,293.22,5.74,7.61,1
136.02,4.51,98.29,3,36.52,31.42,63.76,165.62,2.15,6.75,1
24.04,7.55,74.15,5,18.43,16.91,38.27,452.46,7.09,5.48,0
72.82,8.57,99.22,6,42.11,22.71,61.5,506.56,6.53,4.01,1
90.92,6.75,94.31,3,26.92,35.46,55.55,37.1,7.53,1.73,1
150.69,12.96,106.42,8,13.66,27.15,81.62,344.34,8.8,9.57,3
101.9,8.67,99.53,1,30.02,28.56,49.4,685.03,9.96,1.2,1
97.41,4.79,94.1,3,31.43,25.51,33.98,265.54,8.61,4.85,1
73.51,5.52,89.78,5,27.85,22.24,50.52,145.97,1.55,6.32,1
251.51,8.4,100.0,4,44.35,27.65,98.88,458.86,3.3,7.08,2
74.06,5.23,82.02,11,18.28,17.77,60.21,279.99,8.39,1.34,0
104.22,5.09,75.29,4,40.45,26.46,38.94,318.08,7.48,7.08,1
134.54,9.01,88.4,2,35.02,19.57,83.41,1045.98,8.29,4.37,1
185.07,9.44,93.81,6,44.56,27.8,70.67,465.12,3.66,8.99,2
162.75,5.54,83.72,1,24.21,27.87,55.95,397.34,9.01,4.96,1
342.48,8.98,110.0,6,16.17,24.45,97.75,711.58,1.42,4.2,3
125.36,6.12,94.28,11,27.46,30.27,69.79,543.5,7.78,7.45,1
126.89,6.77,94.65,5,16.36,25.01,78.56,553.51,4.08,7.93,1
260.44,9.85,110.0,7,26.6,25.25,96.95,116.48,6.59,7.47,3
152.9,10.14,84.82,1,46.07,24.46,53.84,530.81,7.76,6.8,2
29.32,8.84,56.8,12,14.51,31.11,29.92,323.71,1.5,2.3,0
80.74,4.88,85.34,1,16.1,28.73,51.45,542.52,5.75,2.27,1
121.56,11.15,76.94,5,20.91,28.12,44.08,417.25,9.91,4.4,1
36.38,5.95,57.69,10,40.0,31.58,28.09,269.0,8.94,9.03,0
154.52,9.59,83.23,9,17.77,30.86,79.88,273.8,5.23,8.72,2
156.29,9.97,88.15,4,47.79,23.02,82.33,217.87,9.5,5.4,2
159.56,8.76,82.64,3,33.74,23.18,50.64,443.8,7.13,2.68,1
203.69,8.27,100.77,7,29.59,25.21,61.94,57.52,4.88,3.07,2
74.3,9.33,93.08,5,28.5,18.74,36.77,657.71,2.66,4.93,1
85.69,5.36,70.9,1,29.97,35.39,49.12,269.27,3.13,7.57,1
109.1,9.07,97.09,3,28.79,26.6,52.26,279.01,4.69,3.08,1
36.83,2.23,59.03,2,46.02,17.62,41.2,565.19,6.4,7.99,0
118.46,5.78,92.02,10,20.32,17.66,57.08,335.92,8.99,1.94,1
176.98,7.25,95.42,6,32.22,25.06,60.8,514.23,9.84,4.59,2
132.06,11.32,87.34,7,16.01,21.96,63.26,296.32,8.93,4.72,2
45.95,7.2,59.26,4,21.91,33.84,22.25,195.04,6.7,1.95,0
95.66,7.82,75.6,8,34.28,20.08,52.6,365.68,9.11,2.48,1
45.15,10.89,77.78,2,27.93,25.76,33.74,711.84,3.2,7.87,1
83.34,6.32,96.12,5,9.78,28.22,56.66,470.56,5.65,2.38,1
241.0,7.65,100.0,10,18.45,28.33,77.99,458.5,3.68,6.94,2
110.4,8.46,99.48,2,15.31,25.56,65.92,371.17,7.19,1.86,1
213.19,7.96,100.0,4,34.49,24.66,82.93,363.54,7.95,5.26,2
116.53,10.05,100.0,5,17.77,23.06,76.37,389.35,8.39,1.54,2
155.89,12.49,104.6,7,35.04,21.34,82.4,524.02,1.37,7.35,3
45.09,7.67,80.24,4,18.48,29.87,47.36,266.82,8.74,2.1,1
87.92,2.56,95.73,11,13.37,28.37,50.36,419.95,7.17,8.5,1
105.81,6.94,88.72,4,10.04,20.9,52.38,583.4,7.57,1.47,1
237.22,12.55,100.0,1,10.64,29.53,88.17,432.12,7.87,4.48,3
290.99,7.0,100.0,10,26.0,32.39,100.0,312.99,3.52,7.58,2
39.62,6.96,73.82,11,8.34,26.65,29.31,704.91,3.1,8.01,0
192.53,6.1,99.71,10,19.94,27.2,77.41,255.09,1.33,5.96,2
118.25,8.47,84.93,8,29.58,28.83,49.25,372.38,8.83,2.14,1
213.68,10.44,102.89,7,13.23,32.67,92.78,245.71,3.12,7.57,3
16.27,2.26,53.46,10,45.51,22.8,18.68,69.58,7.26,2.08,0
65.73,8.81,85.88,5,28.3,34.1,54.14,379.4,3.3,2.14,1
48.83,7.51,64.5,3,22.44,25.19,32.42,185.15,7.6,8.84,1
38.01,7.51,92.0,8,27.03,20.57,49.54,458.6,6.31,1.87,1
217.68,7.04,110.0,6,15.54,29.99,95.84,295.26,7.01,1.37,3
143.4,6.73,100.0,11,19.8,23.1,60.51,153.04,8.35,1.13,1
108.28,7.26,90.0,1,31.3,27.95,83.06,63.99,4.02,9.78,2
152.8,9.01,98.19,5,18.59,27.51,69.95,491.77,8.47,9.61,2
91.08,7.42,68.82,3,32.93,22.52,42.31,250.44,5.58,5.29,1
30.24,5.88,82.18,7,36.88,26.96,53.72,190.96,5.89,7.41,0
112.72,10.69,93.67,4,23.31,19.86,58.05,526.15,5.16,8.07,2
169.35,11.34,89.26,12,17.03,28.64,75.5,538.48,8.51,5.41,2
196.9,9.83,99.82,4,20.76,22.95,89.48,367.89,8.11,6.57,2
29.45,8.09,69.0,3,12.54,15.8,46.77,187.85,3.92,6.28,0
191.85,10.88,102.45,8,55.46,23.69,59.15,677.83,8.09,7.34,2
112.03,9.44,98.16,4,24.09,25.68,68.72,402.2,1.6,1.01,1
88.65,10.31,97.64,4,28.16,20.41,51.79,143.29,1.1,2.17,2
54.05,4.51,96.78,8,27.22,26.91,43.8,150.38,4.0,7.55,1
66.09,5.67,85.64,1,32.65,27.81,32.08,490.78,2.04,7.25,1
170.88,7.95,88.42,1,60.29,24.44,72.54,395.44,9.58,1.91,2
110.17,2.64,100.0,10,29.37,26.3,66.84,584.14,1.03,3.23,1
406.84,8.42,110.0,8,27.26,17.13,110.06,699.45,8.81,3.59,3
84.24,8.02,71.03,11,47.8,35.65,55.86,132.38,6.37,9.24,1
44.81,9.11,78.51,4,59.3,19.35,32.13,125.47,5.4,8.14,1
70.31,8.2,78.69,3,41.99,32.91,31.48,475.1,5.87,3.92,0
210.69,11.02,102.21,6,25.71,30.17,85.9,570.49,8.61,2.04,3
477.33,6.62,110.0,7,16.62,25.1,115.0,261.42,9.08,6.91,2
179.58,12.77,100.0,4,19.69,16.45,71.99,162.5,9.99,3.41,3
178.25,5.16,92.59,7,25.3,21.67,68.63,588.21,5.62,7.04,2
95.41,10.77,81.17,3,22.29,33.56,76.28,248.68,7.78,8.41,2
178.92,6.52,100.0,2,19.58,23.05,65.47,127.74,9.55,9.62,2
11.09,7.32,66.31,9,20.32,31.01,39.09,340.02,7.18,7.07,0
17.74,8.0,65.83,11,29.43,24.0,43.87,256.65,5.92,5.98,0
80.2,7.01,93.86,2,49.86,31.07,60.43,270.89,5.83,2.83,1
210.79,5.3,101.12,7,30.86,39.9,78.44,434.43,9.52,2.22,2
66.55,3.97,65.11,11,6.78,26.47,57.61,322.49,4.03,6.27,0
32.01,5.07,63.09,1,18.09,18.76,40.0,78.77,9.22,4.74,0
83.24,9.51,85.47,11,41.77,26.9,53.16,531.57,3.61,6.98,1
161.18,9.55,100.0,12,27.6,24.94,82.54,482.05,7.52,4.63,2
65.48,7.56,71.62,12,34.43,23.5,25.47,119.81,4.84,3.59,0
51.06,4.66,67.21,3,34.84,31.82,43.24,192.33,3.26,2.56,0
429.75,7.64,110.0,9,29.21,23.0,112.23,323.82,1.63,1.24,3
95.83,8.78,96.4,5,25.68,25.21,52.3,412.66,4.05,2.29,1
143.89,8.01,98.54,5,22.62,33.75,67.88,588.78,6.65,4.21,1
34.52,5.27,79.61,6,12.81,24.78,63.4,536.72,4.73,7.91,0
20.5,8.73,60.19,4,32.01,31.46,15.33,267.49,3.13,6.65,0
163.14,6.1,100.0,3,38.03,28.43,49.71,413.09,5.6,9.49,2
77.6,5.8,83.05,4,29.68,30.58,51.06,598.4,6.91,4.95,0
140.31,7.35,92.17,12,9.02,19.67,64.42,238.18,3.15,8.52,1
200.23,7.74,100.0,12,33.05,34.34,75.38,113.51,9.32,2.01,2
54.94,6.5,72.19,10,29.11,22.5,39.25,31.19,4.86,4.59,1
69.53,7.18,69.15,5,29.09,25.37,67.04,469.64,9.21,8.02,1
242.13,10.57,110.0,6,37.6,26.46,87.61,66.19,5.35,5.63,3
232.39,5.92,108.11,7,21.57,30.69,89.22,513.46,4.21,1.97,2
204.57,5.22,90.49,9,43.21,19.86,88.83,663.83,3.73,8.78,3
215.67,7.39,100.0,5,25.02,15.45,90.83,194.55,8.06,2.73,2
149.04,11.22,100.0,4,24.28,18.23,71.17,228.24,1.72,4.87,2
89.72,6.8,89.56,12,28.98,28.66,66.31,307.26,9.48,8.36,1
82.13,6.52,72.54,4,31.25,25.69,26.58,725.53,5.73,7.52,1
184.72,8.48,94.85,9,17.55,38.55,72.93,564.95,1.81,7.93,2
137.76,10.68,86.33,2,27.88,25.43,52.08,140.35,9.97,4.83,1
127.93,8.79,86.5,10,42.11,22.16,63.36,486.76,4.87,4.82,1
126.55,7.36,90.01,1,48.24,21.61,57.96,515.1,7.4,3.66,1
185.13,10.98,100.0,11,31.49,27.12,72.82,457.43,7.77,4.81,2
91.9,10.4,90.6,2,20.87,20.62,61.23,358.29,7.6,6.63,2
216.58,4.92,94.56,4,28.7,26.1,72.54,77.22,9.43,4.4,2
161.75,6.43,92.08,12,27.24,21.21,64.73,550.88,5.86,5.15,1
91.07,12.42,86.3,11,37.37,35.44,48.47,354.29,7.39,9.56,2
125.95,8.77,90.81,2,20.93,34.9,67.94,546.26,6.36,1.28,1
104.27,4.52,83.45,4,22.91,27.34,59.73,153.08,2.14,9.39,1
145.36,10.56,91.13,1,57.7,21.86,78.39,250.81,2.19,3.39,2
33.4,8.03,79.8,3,32.49,36.25,50.08,260.04,2.03,7.09,0
168.68,9.36,100.0,4,24.45,27.18,77.75,269.4,4.72,8.89,2
138.02,5.13,92.97,10,15.75,27.18,66.85,316.88,4.62,1.21,1
150.77,7.28,107.43,6,19.25,25.91,65.73,310.76,5.69,5.04,2
32.84,5.92,59.52,12,12.3,26.88,19.96,388.5,7.29,7.34,0
171.15,5.91,98.91,12,21.25,24.22,73.14,427.97,7.82,4.21,2
267.3,9.8,100.0,5,39.15,20.0,88.19,474.47,2.98,7.1,3
104.76,12.13,73.25,4,84.39,18.33,58.95,647.07,1.79,8.62,2
236.3,6.74,110.0,6,26.86,39.72,93.75,670.39,8.21,9.49,3
44.95,8.37,73.84,1,26.2,22.0,42.65,184.97,4.13,7.41,0
176.11,10.23,100.0,2,23.28,24.24,79.94,683.87,1.67,9.8,3
119.5,6.2,100.0,12,15.71,25.33,72.92,528.33,5.15,7.07,1
165.5,9.88,100.0,11,36.94,27.86,77.07,480.94,2.81,1.7,2
202.91,11.25,95.46,12,15.28,31.41,79.55,408.53,8.28,3.21,3
114.23,6.15,91.83,11,29.65,24.81,74.89,357.99,1.11,3.71,1
99.54,11.89,85.95,5,36.69,23.62,37.23,174.31,6.7,3.58,1
153.19,7.41,84.51,1,12.91,26.88,60.91,168.42,5.81,2.79,1
88.67,6.38,91.95,6,20.73,21.14,59.02,183.73,2.92,6.54,1
171.15,11.07,85.14,11,31.31,21.6,69.19,266.1,3.68,3.67,2
99.13,6.05,69.85,12,21.68,23.74,43.97,710.62,3.91,3.87,1
123.7,9.01,79.13,2,42.08,21.55,42.37,124.95,7.62,5.38,1
340.62,11.49,110.0,7,38.81,22.3,78.78,334.89,6.81,4.57,3
90.15,6.41,92.68,6,26.27,36.35,60.63,464.3,6.26,2.89,1
73.56,8.77,83.18,2,39.46,25.18,51.74,297.78,1.55,9.63,1
53.36,4.11,85.35,12,13.81,18.28,53.35,754.55,3.56,4.27,0
267.1,10.32,100.79,9,20.31,21.41,79.78,300.02,2.68,4.11,3
91.74,3.37,78.37,3,38.78,24.84,44.52,196.23,9.39,3.24,0
92.7,11.24,83.76,11,24.39,26.42,63.72,352.01,9.02,5.47,1
147.39,3.08,82.55,10,36.23,17.34,51.21,493.49,4.65,4.03,1
35.59,6.09,77.38,6,26.93,32.72,44.1,332.76,3.37,4.38,0
85.9,3.59,74.44,5,21.79,21.95,52.01,187.23,3.19,2.37,0
252.22,12.28,105.76,8,12.56,27.31,94.77,242.21,1.64,4.51,3
125.63,10.74,85.03,2,24.11,24.36,54.05,252.4,2.79,9.43,2
99.9,8.11,73.97,8,26.53,20.96,49.99,672.55,3.86,5.79,1
268.44,13.04,110.0,6,53.21,28.94,88.31,209.65,3.36,1.35,3
129.91,8.12,77.41,10,26.67,23.83,71.7,267.71,2.27,5.62,1
115.71,5.57,82.91,1,16.73,24.78,61.77,664.13,4.95,4.54,1
157.76,8.71,98.11,4,25.55,31.86,72.22,567.25,5.52,9.69,2
407.72,6.81,110.0,6,18.56,20.1,115.0,160.15,2.53,7.47,3
142.85,6.34,99.99,3,9.8,22.2,63.29,341.32,8.55,4.86,1
141.35,9.37,96.93,10,33.09,18.44,43.98,378.11,6.78,9.38,1
283.79,11.04,108.08,7,23.16,27.71,93.8,736.94,2.93,6.71,3
329.17,9.63,109.3,8,32.41,23.5,86.25,47.12,4.69,1.96,3
186.61,4.12,97.83,9,5.36,31.22,88.44,287.85,1.13,3.38,2
122.05,7.71,100.0,10,30.26,23.27,61.59,164.6,6.34,1.14,1
114.23,4.53,73.81,10,17.77,26.63,57.01,361.73,7.76,7.11,0
85.16,7.51,90.78,1,32.65,28.47,65.01,550.75,1.45,2.4,1
131.63,11.81,79.88,5,36.16,31.07,54.85,372.2,6.32,5.53,1
296.78,12.32,101.24,6,21.52,20.88,90.7,234.38,6.04,6.99,3
451.26,6.59,110.0,6,25.1,29.84,107.53,323.1,1.8,1.52,3
